eval_index,qpso_iter,particle,validity,uniqueness,fitness,gbest_fitness,best_v_ever,best_u_ever,qualified_v,qualified_u,alpha,stagnation,elapsed_s
35,0,35,0.4612,0.2233,0.103,0.1698,0.993,0.3196,0.0,0.3004,1.1961,0,10.0
36,0,36,0.9236,0.0602,0.0556,0.1698,0.993,0.3196,0.0,0.3004,1.1961,0,10.0
37,0,37,0.9032,0.0815,0.0736,0.1698,0.993,0.3196,0.0,0.3004,1.1961,0,10.0
38,0,38,0.5218,0.0709,0.037,0.1698,0.993,0.3196,0.0,0.3004,1.1961,0,10.0
39,0,39,0.788,0.047,0.037,0.1698,0.993,0.3196,0.0,0.3004,1.1961,0,10.0
40,0,40,0.8398,0.0443,0.0372,0.1698,0.993,0.3196,0.0,0.3004,1.1961,0,10.0
41,0,41,0.6616,0.3782,0.2502,0.2502,0.993,0.3782,0.0,0.3782,1.1961,0,10.0
42,0,42,0.5958,0.1776,0.1058,0.2502,0.993,0.3782,0.0,0.3782,1.1961,0,10.0
43,0,43,0.779,0.0783,0.061,0.2502,0.993,0.3782,0.0,0.3782,1.1961,0,10.0
44,0,44,0.6548,0.0663,0.0434,0.2502,0.993,0.3782,0.0,0.3782,1.1961,0,10.0
45,0,45,0.781,0.3109,0.2428,0.2502,0.993,0.3782,0.0,0.3782,1.1961,0,10.0
46,0,46,0.8084,0.1304,0.1054,0.2502,0.993,0.3782,0.0,0.3782,1.1961,0,10.0
47,0,47,0.5044,0.2328,0.1174,0.2502,0.993,0.3782,0.0,0.3782,1.1961,0,10.0
48,0,48,0.4192,0.4132,0.1732,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
49,0,49,0.7838,0.011,0.0086,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
50,0,50,0.8978,0.0593,0.0532,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
51,0,51,0.8322,0.2004,0.1668,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
52,0,52,0.8968,0.0611,0.0548,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
53,0,53,0.9926,0.0018,0.0018,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
54,0,54,0.9922,0.0224,0.0222,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
55,0,55,0.5134,0.0175,0.009,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
56,0,56,0.6648,0.0869,0.0578,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
57,0,57,0.5186,0.1747,0.0906,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
58,0,58,0.9728,0.021,0.0204,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
59,0,59,0.3146,0.1125,0.0354,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
60,0,60,0.7832,0.0197,0.0154,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
61,0,61,0.5326,0.0657,0.035,0.2502,0.993,0.4132,0.0,0.3782,1.1961,0,10.0
62,0,62,0.649,0.3991,0.259,0.259,0.993,0.4132,0.0,0.3991,1.1961,0,10.0
63,0,63,0.6324,0.1053,0.0666,0.259,0.993,0.4132,0.0,0.3991,1.1961,0,10.0
64,0,64,0.578,0.0817,0.0472,0.259,0.993,0.4132,0.0,0.3991,1.1961,0,10.0
65,0,65,0.9446,0.0064,0.006,0.259,0.993,0.4132,0.0,0.3991,1.1961,0,10.0
66,0,66,0.7082,0.0186,0.0132,0.259,0.993,0.4132,0.0,0.3991,1.1961,0,10.0
67,0,67,0.6072,0.1449,0.088,0.259,0.993,0.4132,0.0,0.3991,1.1961,0,10.0
68,0,68,0.3232,0.0347,0.0112,0.259,0.993,0.4132,0.0,0.3991,1.1961,0,10.0
69,0,69,0.8134,0.1645,0.1338,0.259,0.993,0.4132,0.0,0.3991,1.1961,0,10.0
70,0,70,0.2522,0.4885,0.1232,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
71,0,71,0.6662,0.0501,0.0334,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
72,0,72,0.2484,0.223,0.0554,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
73,0,73,0.9646,0.0581,0.056,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
74,0,74,0.6912,0.1534,0.106,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
75,0,75,0.5398,0.1586,0.0856,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
76,0,76,0.72,0.3347,0.241,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
77,0,77,0.9146,0.051,0.0466,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
78,0,78,0.871,0.0096,0.0084,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
79,0,79,0.7618,0.1226,0.0934,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
80,0,80,0.6882,0.0875,0.0602,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
81,0,81,0.7924,0.0919,0.0728,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
82,0,82,0.9168,0.2225,0.204,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
83,0,83,0.554,0.035,0.0194,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
84,0,84,0.9816,0.0139,0.0136,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
85,0,85,0.4334,0.2769,0.12,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
86,0,86,0.798,0.1093,0.0872,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
87,0,87,0.8244,0.049,0.0404,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
88,0,88,0.826,0.0935,0.0772,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
89,0,89,0.4136,0.0667,0.0276,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
90,0,90,0.6176,0.0735,0.0454,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
91,0,91,0.3686,0.4693,0.173,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
92,0,92,0.4448,0.3687,0.164,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
93,0,93,0.635,0.1499,0.0952,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
94,0,94,0.8794,0.1501,0.132,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
95,0,95,0.4656,0.0271,0.0126,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
96,0,96,0.736,0.2666,0.1962,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
97,0,97,0.4348,0.1854,0.0806,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
98,0,98,0.94,0.0747,0.0702,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
99,0,99,0.4698,0.126,0.0592,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
100,0,100,0.8328,0.0668,0.0556,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
101,0,101,0.5658,0.3697,0.2092,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
102,0,102,0.7442,0.2773,0.2064,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
103,0,103,0.4518,0.0429,0.0194,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
104,0,104,0.6038,0.1703,0.1028,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
105,0,105,0.775,0.0129,0.01,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
106,0,106,0.9676,0.0122,0.0118,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
107,0,107,0.8156,0.0336,0.0274,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
108,0,108,0.795,0.1197,0.0952,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
109,0,109,0.6918,0.1425,0.0986,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
110,0,110,0.8912,0.0806,0.0718,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
111,0,111,0.3716,0.0667,0.0248,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
112,0,112,0.3518,0.1416,0.0498,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
113,0,113,0.7696,0.1988,0.153,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
114,0,114,0.6004,0.0396,0.0238,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
115,0,115,0.9182,0.0257,0.0236,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
116,0,116,0.788,0.0508,0.04,0.259,0.993,0.4885,0.0,0.3991,1.1961,0,10.0
117,0,117,0.5316,0.5117,0.272,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
118,0,118,0.7476,0.0439,0.0328,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
119,0,119,0.8122,0.1815,0.1474,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
120,0,120,0.8006,0.0507,0.0406,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
121,0,121,0.7678,0.1787,0.1372,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
122,0,122,0.9878,0.0081,0.008,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
123,0,123,0.5658,0.1753,0.0992,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
124,0,124,0.9132,0.0191,0.0174,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
125,0,125,0.736,0.2196,0.1616,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
126,0,126,0.4816,0.137,0.066,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
127,0,127,0.8644,0.025,0.0216,0.272,0.993,0.5117,0.5316,0.5117,1.1961,0,10.0
128,0,128,0.831,0.0534,0.0444,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
129,0,129,0.5302,0.4017,0.213,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
130,0,130,0.375,0.0912,0.0342,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
131,0,131,0.834,0.1038,0.0866,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
132,0,132,0.8628,0.0454,0.0392,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
133,0,133,0.7952,0.1818,0.1446,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
134,0,134,0.798,0.0281,0.0224,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
135,0,135,0.862,0.08,0.069,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
136,0,136,0.7922,0.0202,0.016,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
137,0,137,0.9176,0.083,0.0762,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
138,0,138,0.456,0.0658,0.03,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
139,0,139,0.8672,0.0837,0.0726,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
140,0,140,0.7028,0.1002,0.0704,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
141,0,141,0.586,0.1597,0.0936,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
142,0,142,0.9772,0.0033,0.0032,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
143,0,143,0.8478,0.1092,0.0926,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
144,0,144,0.8832,0.1223,0.108,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
145,0,145,0.3026,0.1434,0.0434,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
146,0,146,0.8674,0.1049,0.091,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
147,0,147,0.573,0.0841,0.0482,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
148,0,148,0.8492,0.0167,0.0142,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
149,0,149,0.3484,0.1774,0.0618,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
150,0,150,0.8496,0.1236,0.105,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
151,0,151,0.9338,0.0109,0.0102,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
152,0,152,0.8698,0.1145,0.0996,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
153,0,153,0.6518,0.1952,0.1272,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
154,0,154,0.316,0.2348,0.0742,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
155,0,155,0.933,0.0116,0.0108,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
156,0,156,0.806,0.1226,0.0988,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
157,0,157,0.752,0.0766,0.0576,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
158,0,158,0.9014,0.1058,0.0954,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
159,0,159,0.3568,0.1155,0.0412,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
160,0,160,0.9826,0.0222,0.0218,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
161,0,161,0.3542,0.14,0.0496,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
162,0,162,0.6002,0.1576,0.0946,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
163,0,163,0.8996,0.0558,0.0502,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
164,0,164,0.4894,0.3494,0.171,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
165,0,165,0.7522,0.0699,0.0526,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
166,0,166,0.9652,0.03,0.029,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
167,0,167,0.3228,0.1475,0.0476,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
168,0,168,0.537,0.7203,0.3868,0.272,0.993,0.5117,0.5316,0.5117,1.1992,0,10.0
169,0,169,0.7316,0.0604,0.0442,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
170,0,170,0.8212,0.0645,0.053,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
171,0,171,0.7296,0.0833,0.0608,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
172,0,172,0.8278,0.2365,0.1958,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
173,0,173,0.876,0.0413,0.0362,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
174,0,174,0.4786,0.3464,0.1658,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
175,0,175,0.7036,0.1163,0.0818,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
176,0,176,0.7828,0.0202,0.0158,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
177,0,177,0.638,0.2226,0.142,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
178,0,178,0.8248,0.1149,0.0948,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
179,0,179,0.976,0.0178,0.0174,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
180,0,180,0.7946,0.0639,0.0508,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
181,0,181,0.9118,0.0134,0.0122,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
182,0,182,0.4562,0.0443,0.0202,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
183,0,183,0.975,0.0441,0.043,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
184,0,184,0.6314,0.0865,0.0546,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
185,0,185,0.7434,0.0831,0.0618,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
186,0,186,0.108,0.1407,0.0152,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
187,0,187,0.7516,0.1293,0.0972,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
188,0,188,0.4152,0.1325,0.055,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
189,0,189,0.7976,0.0935,0.0746,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
190,0,190,0.8536,0.0619,0.0528,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
191,0,191,0.5598,0.4348,0.2434,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
192,0,192,0.8074,0.1221,0.0986,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
193,0,193,0.6746,0.0347,0.0234,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
194,0,194,0.529,0.1406,0.0744,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
195,0,195,0.7542,0.0438,0.033,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
196,0,196,0.743,0.2159,0.1604,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
197,0,197,0.5266,0.0129,0.0068,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
198,0,198,0.7738,0.0331,0.0256,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
199,0,199,0.4534,0.5726,0.2596,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
200,0,200,0.9208,0.0387,0.0356,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
201,0,201,0.3402,0.1305,0.0444,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
202,0,202,0.6794,0.0718,0.0488,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
203,0,203,0.7212,0.142,0.1024,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
204,0,204,0.9004,0.0531,0.0478,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
205,0,205,0.5288,0.3585,0.1896,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
206,0,206,0.779,0.0755,0.0588,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
207,0,207,0.9234,0.0204,0.0188,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
208,0,208,0.936,0.0212,0.0198,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
209,0,209,0.6386,0.119,0.076,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
210,0,210,0.2244,0.0971,0.0218,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
211,0,211,0.8406,0.2396,0.2014,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
212,0,212,0.3338,0.3301,0.1102,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
213,0,213,0.9284,0.0355,0.033,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
214,0,214,0.7928,0.1128,0.0894,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
215,0,215,0.73,0.1058,0.0772,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
216,0,216,0.5902,0.0542,0.032,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
217,0,217,0.8154,0.1091,0.089,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
218,0,218,0.3836,0.1611,0.0618,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
219,0,219,0.8164,0.0468,0.0382,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
220,0,220,0.7944,0.1445,0.1148,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
221,0,221,0.533,0.1824,0.0972,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
222,0,222,0.6234,0.0388,0.0242,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
223,0,223,0.815,0.2226,0.1814,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
224,0,224,0.612,0.1967,0.1204,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
225,0,225,0.7142,0.345,0.2464,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
226,0,226,0.4014,0.144,0.0578,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
227,0,227,0.9452,0.0476,0.045,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
228,0,228,0.4296,0.2868,0.1232,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
229,0,229,0.8736,0.0687,0.06,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
230,0,230,0.4212,0.0318,0.0134,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
231,0,231,0.957,0.079,0.0756,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
232,0,232,0.9132,0.0359,0.0328,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
233,0,233,0.6468,0.3466,0.2242,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
234,0,234,0.7584,0.0116,0.0088,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
235,0,235,0.9868,0.0223,0.022,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
236,0,236,0.6484,0.0682,0.0442,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
237,0,237,0.9186,0.0601,0.0552,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
238,0,238,0.4416,0.0697,0.0308,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
239,0,239,0.9852,0.011,0.0108,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
240,0,240,0.7714,0.1633,0.126,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
241,0,241,0.606,0.202,0.1224,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
242,0,242,0.6828,0.0879,0.06,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
243,0,243,0.535,0.0673,0.036,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
244,0,244,0.6394,0.4545,0.2906,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
245,0,245,0.6596,0.047,0.031,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
246,0,246,0.7768,0.1264,0.0982,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
247,0,247,0.8614,0.055,0.0474,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
248,0,248,0.9244,0.0837,0.0774,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
249,0,249,0.6174,0.1736,0.1072,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
250,0,250,0.5842,0.0613,0.0358,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
251,0,251,0.9262,0.0272,0.0252,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
252,0,252,0.6454,0.1491,0.0962,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
253,0,253,0.8112,0.0732,0.0594,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
254,0,254,0.9576,0.0134,0.0128,0.3868,0.993,0.7203,0.537,0.7203,1.1992,0,10.0
