eval_index,qpso_iter,particle,validity,uniqueness,fitness,gbest_fitness,best_v_ever,best_u_ever,qualified_v,qualified_u,alpha,stagnation,elapsed_s
21,0,21,0.8954,0.0737,0.066,0.1698,0.993,0.3004,0.0,0.3004,1.1942,0,10.2
22,0,22,0.8534,0.0633,0.054,0.1698,0.993,0.3004,0.0,0.3004,1.1942,0,10.2
23,0,23,0.881,0.0452,0.0398,0.1698,0.993,0.3004,0.0,0.3004,1.1942,0,10.2
24,0,24,0.7314,0.1447,0.1058,0.1698,0.993,0.3004,0.0,0.3004,1.1942,0,10.2
25,0,25,0.91,0.0701,0.0638,0.1698,0.993,0.3004,0.0,0.3004,1.1942,0,10.2
26,0,26,0.681,0.0661,0.045,0.1698,0.993,0.3004,0.0,0.3004,1.1942,0,10.2
27,0,27,0.465,0.3196,0.1486,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
28,0,28,0.8048,0.0626,0.0504,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
29,0,29,0.793,0.082,0.065,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
30,0,30,0.3454,0.297,0.1026,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
31,0,31,0.9888,0.0085,0.0084,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
32,0,32,0.2492,0.256,0.0638,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
33,0,33,0.9148,0.0367,0.0336,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
34,0,34,0.9798,0.0274,0.0268,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
35,0,35,0.4612,0.2233,0.103,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
36,0,36,0.9236,0.0602,0.0556,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
37,0,37,0.9032,0.0815,0.0736,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
38,0,38,0.5218,0.0709,0.037,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
39,0,39,0.788,0.047,0.037,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
40,0,40,0.8398,0.0443,0.0372,0.1698,0.993,0.3196,0.0,0.3004,1.1942,0,10.2
41,0,41,0.6616,0.3782,0.2502,0.2502,0.993,0.3782,0.0,0.3782,1.1942,0,10.2
42,0,42,0.5958,0.1776,0.1058,0.2502,0.993,0.3782,0.0,0.3782,1.1942,0,10.2
43,0,43,0.779,0.0783,0.061,0.2502,0.993,0.3782,0.0,0.3782,1.1942,0,10.2
44,0,44,0.6548,0.0663,0.0434,0.2502,0.993,0.3782,0.0,0.3782,1.1942,0,10.2
45,0,45,0.781,0.3109,0.2428,0.2502,0.993,0.3782,0.0,0.3782,1.1942,0,10.2
46,0,46,0.8084,0.1304,0.1054,0.2502,0.993,0.3782,0.0,0.3782,1.1942,0,10.2
47,0,47,0.5044,0.2328,0.1174,0.2502,0.993,0.3782,0.0,0.3782,1.1942,0,10.2
48,0,48,0.831,0.0534,0.0444,0.2502,0.993,0.3782,0.0,0.3782,1.2081,0,10.3
49,0,49,0.5302,0.4017,0.213,0.2502,0.993,0.3782,0.0,0.3782,1.2081,0,10.3
50,0,50,0.375,0.0912,0.0342,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
51,0,51,0.834,0.1038,0.0866,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
52,0,52,0.8628,0.0454,0.0392,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
53,0,53,0.7952,0.1818,0.1446,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
54,0,54,0.798,0.0281,0.0224,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
55,0,55,0.862,0.08,0.069,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
56,0,56,0.7922,0.0202,0.016,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
57,0,57,0.9176,0.083,0.0762,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
58,0,58,0.456,0.0658,0.03,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
59,0,59,0.8672,0.0837,0.0726,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
60,0,60,0.7028,0.1002,0.0704,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
61,0,61,0.586,0.1597,0.0936,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
62,0,62,0.9772,0.0033,0.0032,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
63,0,63,0.8478,0.1092,0.0926,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
64,0,64,0.8832,0.1223,0.108,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
65,0,65,0.3026,0.1434,0.0434,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
66,0,66,0.8674,0.1049,0.091,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
67,0,67,0.573,0.0841,0.0482,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
68,0,68,0.8492,0.0167,0.0142,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
69,0,69,0.3484,0.1774,0.0618,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
70,0,70,0.8496,0.1236,0.105,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
71,0,71,0.9338,0.0109,0.0102,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
72,0,72,0.8698,0.1145,0.0996,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
73,0,73,0.6518,0.1952,0.1272,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
74,0,74,0.316,0.2348,0.0742,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
75,0,75,0.933,0.0116,0.0108,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
76,0,76,0.806,0.1226,0.0988,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
77,0,77,0.752,0.0766,0.0576,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
78,0,78,0.9014,0.1058,0.0954,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
79,0,79,0.3568,0.1155,0.0412,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
80,0,80,0.9826,0.0222,0.0218,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
81,0,81,0.3542,0.14,0.0496,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
82,0,82,0.6002,0.1576,0.0946,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
83,0,83,0.8996,0.0558,0.0502,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
84,0,84,0.4894,0.3494,0.171,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
85,0,85,0.7522,0.0699,0.0526,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
86,0,86,0.9652,0.03,0.029,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
87,0,87,0.3228,0.1475,0.0476,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
88,0,88,0.537,0.7203,0.3868,0.2502,0.993,0.4017,0.0,0.4017,1.2081,0,10.3
89,0,89,0.7316,0.0604,0.0442,0.3868,0.993,0.7203,0.537,0.7203,1.2081,0,10.3
90,0,90,0.8212,0.0645,0.053,0.3868,0.993,0.7203,0.537,0.7203,1.2081,0,10.3
91,0,91,0.7296,0.0833,0.0608,0.3868,0.993,0.7203,0.537,0.7203,1.2081,0,10.3
92,0,92,0.8278,0.2365,0.1958,0.3868,0.993,0.7203,0.537,0.7203,1.2081,0,10.3
93,0,93,0.876,0.0413,0.0362,0.3868,0.993,0.7203,0.537,0.7203,1.2081,0,10.3
94,0,94,0.4786,0.3464,0.1658,0.3868,0.993,0.7203,0.537,0.7203,1.2081,0,10.3
95,0,95,0.7036,0.1163,0.0818,0.3868,0.993,0.7203,0.537,0.7203,1.2081,0,10.3
96,1,0,0.4166,0.6275,0.2614,0.3868,0.993,0.7203,0.537,0.7203,1.1995,0,10.5
97,1,1,0.1496,0.8663,0.1296,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
98,1,2,0.3166,0.669,0.2118,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
99,1,3,0.5728,0.3048,0.1746,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
100,1,4,0.2002,0.2817,0.0564,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
101,1,5,0.699,0.109,0.0762,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
102,1,6,0.8098,0.2087,0.169,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
103,1,7,0.7698,0.0785,0.0604,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
104,1,8,0.4368,0.0412,0.018,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
105,1,9,0.7962,0.1839,0.1464,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
106,1,10,0.6872,0.1976,0.1358,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
107,1,11,0.6754,0.4226,0.2854,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
108,1,12,0.5946,0.3518,0.2092,0.3868,0.993,0.8663,0.537,0.7203,1.1995,0,10.5
109,1,13,0.5868,0.6268,0.3678,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
110,1,14,0.9398,0.0302,0.0284,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
111,1,15,0.4776,0.4296,0.2052,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
112,1,16,0.4386,0.1359,0.0596,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
113,1,17,0.6302,0.1526,0.0962,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
114,1,18,0.766,0.1256,0.0962,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
115,1,19,0.3728,0.0853,0.0318,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
116,1,20,0.3764,0.3858,0.1452,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
117,1,21,0.287,0.3923,0.1126,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
118,1,22,0.849,0.1244,0.1056,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
119,1,23,0.6856,0.1794,0.123,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
120,1,24,0.812,0.0924,0.075,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
121,1,25,0.2356,0.6452,0.152,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
122,1,26,0.4992,0.1098,0.0548,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
123,1,27,0.8118,0.0887,0.072,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
124,1,28,0.3876,0.4654,0.1804,0.3868,0.993,0.8663,0.5868,0.7203,1.1995,0,10.5
125,1,29,1.0,0.0002,0.0002,0.3868,1.0,0.8663,0.5868,0.7203,1.1995,0,10.5
126,1,30,0.7132,0.5213,0.3718,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
127,1,31,0.6784,0.3146,0.2134,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
128,1,32,0.175,0.2526,0.0442,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
129,1,33,0.3496,0.4994,0.1746,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
130,1,34,0.331,0.0924,0.0306,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
131,1,35,0.793,0.0747,0.0592,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
132,1,36,0.4648,0.2952,0.1372,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
133,1,37,0.2926,0.1996,0.0584,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
134,1,38,0.8464,0.3471,0.2938,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
135,1,39,0.7224,0.0141,0.0102,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
136,1,40,0.5752,0.2045,0.1176,0.3868,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
137,1,41,0.6178,0.7161,0.4424,0.4424,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
138,1,42,0.7688,0.1504,0.1156,0.4424,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
139,1,43,0.78,0.1423,0.111,0.4424,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
140,1,44,0.6828,0.2326,0.1588,0.4424,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
141,1,45,0.6508,0.3128,0.2036,0.4424,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
142,1,46,0.3424,0.3966,0.1358,0.4424,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
143,1,47,0.62,0.3419,0.212,0.4424,1.0,0.8663,0.7132,0.7203,1.1995,0,10.5
144,2,0,0.3942,0.5561,0.2192,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
145,2,1,0.6044,0.1036,0.0626,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
146,2,2,0.3376,0.6842,0.231,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
147,2,3,0.5608,0.3766,0.2112,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
148,2,4,0.5416,0.5953,0.3224,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
149,2,5,0.5654,0.4407,0.2492,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
150,2,6,0.8142,0.2142,0.1744,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
151,2,7,0.8852,0.0319,0.0282,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
152,2,8,0.7804,0.0984,0.0768,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
153,2,9,0.7052,0.3412,0.2406,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
154,2,10,0.447,0.2309,0.1032,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
155,2,11,0.772,0.1619,0.125,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
156,2,12,0.5356,0.3704,0.1984,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
157,2,13,0.6228,0.2967,0.1848,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
158,2,14,0.5974,0.2949,0.1762,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
159,2,15,0.1598,0.7447,0.119,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
160,2,16,0.9796,0.0069,0.0068,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
161,2,17,0.5212,0.3273,0.1706,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
162,2,18,0.8448,0.2507,0.2118,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
163,2,19,0.4808,0.0899,0.0432,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
164,2,20,0.5226,0.3697,0.1932,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
165,2,21,0.923,0.0724,0.0668,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
166,2,22,0.3436,0.404,0.1388,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
167,2,23,0.8112,0.0594,0.0482,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
168,2,24,0.583,0.1276,0.0744,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
169,2,25,0.7448,0.2054,0.153,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
170,2,26,0.838,0.0783,0.0656,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
171,2,27,0.7458,0.1582,0.118,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
172,2,28,0.4948,0.5699,0.282,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
173,2,29,0.954,0.0279,0.0266,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
174,2,30,0.8618,0.1648,0.142,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
175,2,31,0.5146,0.307,0.158,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
176,2,32,0.6078,0.176,0.107,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
177,2,33,0.5934,0.3994,0.237,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
178,2,34,0.4882,0.7943,0.3878,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
179,2,35,0.7334,0.1246,0.0914,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
180,2,36,0.5188,0.3242,0.1682,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
181,2,37,0.332,0.6048,0.2008,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
182,2,38,0.5742,0.6447,0.3702,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
183,2,39,0.5022,0.2258,0.1134,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
184,2,40,0.8032,0.3197,0.2568,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
185,2,41,0.724,0.2378,0.1722,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
186,2,42,0.4184,0.184,0.077,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
187,2,43,0.7062,0.1289,0.091,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
188,2,44,0.6634,0.1236,0.082,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
189,2,45,0.5544,0.3986,0.221,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
190,2,46,0.6594,0.259,0.1708,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
191,2,47,0.5072,0.4748,0.2408,0.4424,1.0,0.8663,0.7132,0.7203,1.2483,0,10.5
192,3,0,0.8774,0.1912,0.1678,0.4424,1.0,0.8663,0.7132,0.7203,1.148,1,10.6
193,3,1,0.66,0.3773,0.249,0.4424,1.0,0.8663,0.7132,0.7203,1.148,1,10.6
194,3,2,0.697,0.7432,0.518,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
195,3,3,0.3088,0.4974,0.1536,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
196,3,4,0.7272,0.2525,0.1836,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
197,3,5,0.4234,0.4218,0.1786,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
198,3,6,1.0,0.0026,0.0026,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
199,3,7,0.942,0.0359,0.0338,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
200,3,8,0.7866,0.1912,0.1504,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
201,3,9,0.6284,0.5939,0.3732,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
202,3,10,0.4588,0.1347,0.0618,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
203,3,11,0.6218,0.1518,0.0944,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
204,3,12,0.475,0.6029,0.2864,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
205,3,13,0.4936,0.3144,0.1552,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
206,3,14,0.6526,0.3457,0.2256,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
207,3,15,0.3746,0.6321,0.2368,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
208,3,16,0.6694,0.2635,0.1764,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
209,3,17,0.4584,0.4555,0.2088,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
210,3,18,0.889,0.101,0.0898,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
211,3,19,0.3196,0.4875,0.1558,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
212,3,20,0.565,0.3862,0.2182,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
213,3,21,0.3216,0.4086,0.1314,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
214,3,22,0.7252,0.3296,0.239,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
215,3,23,0.282,0.1794,0.0506,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
216,3,24,0.626,0.4415,0.2764,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
217,3,25,0.671,0.2751,0.1846,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
218,3,26,0.9448,0.0235,0.0222,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
219,3,27,0.469,0.4529,0.2124,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
220,3,28,0.4546,0.4637,0.2108,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
221,3,29,0.4762,0.194,0.0924,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
222,3,30,0.8074,0.2601,0.21,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
223,3,31,0.2342,0.2647,0.062,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
224,3,32,0.2276,0.174,0.0396,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
225,3,33,0.5846,0.5046,0.295,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
226,3,34,0.3758,0.4907,0.1844,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
227,3,35,0.6434,0.4697,0.3022,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
228,3,36,0.3902,0.1189,0.0464,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
229,3,37,0.6056,0.1549,0.0938,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
230,3,38,0.5978,0.375,0.2242,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
231,3,39,0.405,0.7121,0.2884,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
232,3,40,0.7462,0.1573,0.1174,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
233,3,41,0.7484,0.2237,0.1674,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
234,3,42,0.6012,0.0599,0.036,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
235,3,43,0.6356,0.0868,0.0552,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
236,3,44,0.7312,0.3042,0.2224,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
237,3,45,0.5572,0.5151,0.287,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
238,3,46,0.3184,0.6815,0.217,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
239,3,47,0.5634,0.2808,0.1582,0.518,1.0,0.8663,0.7132,0.7432,1.148,1,10.6
240,4,0,0.2608,0.4755,0.124,0.518,1.0,0.8663,0.7132,0.7432,1.2538,0,10.4
241,4,1,0.8578,0.128,0.1098,0.518,1.0,0.8663,0.7132,0.7432,1.2538,0,10.4
242,4,2,0.5152,0.8412,0.4334,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
243,4,3,0.8954,0.0203,0.0182,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
244,4,4,0.724,0.171,0.1238,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
245,4,5,0.8166,0.0316,0.0258,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
246,4,6,0.9408,0.0045,0.0042,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
247,4,7,0.3538,0.3149,0.1114,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
248,4,8,0.8416,0.1773,0.1492,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
249,4,9,0.396,0.3591,0.1422,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
250,4,10,0.4258,0.2461,0.1048,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
251,4,11,0.265,0.3026,0.0802,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
252,4,12,0.717,0.4148,0.2974,0.518,1.0,0.8663,0.7132,0.8412,1.2538,0,10.4
