eval_index,qpso_iter,particle,validity,uniqueness,fitness,gbest_fitness,best_v_ever,best_u_ever,qualified_v,qualified_u,alpha,stagnation,elapsed_s
21,0,21,0.8954,0.0737,0.066,0.1698,0.993,0.3004,0.0,0.3004,1.2269,0,10.0
22,0,22,0.8534,0.0633,0.054,0.1698,0.993,0.3004,0.0,0.3004,1.2269,0,10.0
23,0,23,0.881,0.0452,0.0398,0.1698,0.993,0.3004,0.0,0.3004,1.2269,0,10.0
24,0,24,0.7314,0.1447,0.1058,0.1698,0.993,0.3004,0.0,0.3004,1.2269,0,10.0
25,0,25,0.91,0.0701,0.0638,0.1698,0.993,0.3004,0.0,0.3004,1.2269,0,10.0
26,0,26,0.681,0.0661,0.045,0.1698,0.993,0.3004,0.0,0.3004,1.2269,0,10.0
27,0,27,0.465,0.3196,0.1486,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
28,0,28,0.8048,0.0626,0.0504,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
29,0,29,0.793,0.082,0.065,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
30,0,30,0.3454,0.297,0.1026,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
31,0,31,0.9888,0.0085,0.0084,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
32,0,32,0.2492,0.256,0.0638,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
33,0,33,0.9148,0.0367,0.0336,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
34,0,34,0.9798,0.0274,0.0268,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
35,0,35,0.4612,0.2233,0.103,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
36,0,36,0.9236,0.0602,0.0556,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
37,0,37,0.9032,0.0815,0.0736,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
38,0,38,0.5218,0.0709,0.037,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
39,0,39,0.788,0.047,0.037,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
40,0,40,0.8398,0.0443,0.0372,0.1698,0.993,0.3196,0.0,0.3004,1.2269,0,10.0
41,0,41,0.6616,0.3782,0.2502,0.2502,0.993,0.3782,0.0,0.3782,1.2269,0,10.0
42,0,42,0.5958,0.1776,0.1058,0.2502,0.993,0.3782,0.0,0.3782,1.2269,0,10.0
43,0,43,0.779,0.0783,0.061,0.2502,0.993,0.3782,0.0,0.3782,1.2269,0,10.0
44,0,44,0.6548,0.0663,0.0434,0.2502,0.993,0.3782,0.0,0.3782,1.2269,0,10.0
45,0,45,0.781,0.3109,0.2428,0.2502,0.993,0.3782,0.0,0.3782,1.2269,0,10.0
46,0,46,0.8084,0.1304,0.1054,0.2502,0.993,0.3782,0.0,0.3782,1.2269,0,10.0
47,0,47,0.5044,0.2328,0.1174,0.2502,0.993,0.3782,0.0,0.3782,1.2269,0,10.0
48,0,48,0.4192,0.4132,0.1732,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
49,0,49,0.7838,0.011,0.0086,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
50,0,50,0.8978,0.0593,0.0532,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
51,0,51,0.8322,0.2004,0.1668,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
52,0,52,0.8968,0.0611,0.0548,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
53,0,53,0.9926,0.0018,0.0018,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
54,0,54,0.9922,0.0224,0.0222,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
55,0,55,0.5134,0.0175,0.009,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
56,0,56,0.6648,0.0869,0.0578,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
57,0,57,0.5186,0.1747,0.0906,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
58,0,58,0.9728,0.021,0.0204,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
59,0,59,0.3146,0.1125,0.0354,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
60,0,60,0.7832,0.0197,0.0154,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
61,0,61,0.5326,0.0657,0.035,0.2502,0.993,0.4132,0.0,0.3782,1.2269,0,10.0
62,0,62,0.649,0.3991,0.259,0.259,0.993,0.4132,0.0,0.3991,1.2269,0,10.0
63,0,63,0.6324,0.1053,0.0666,0.259,0.993,0.4132,0.0,0.3991,1.2269,0,10.0
64,0,64,0.578,0.0817,0.0472,0.259,0.993,0.4132,0.0,0.3991,1.2269,0,10.0
65,0,65,0.9446,0.0064,0.006,0.259,0.993,0.4132,0.0,0.3991,1.2269,0,10.0
66,0,66,0.7082,0.0186,0.0132,0.259,0.993,0.4132,0.0,0.3991,1.2269,0,10.0
67,0,67,0.6072,0.1449,0.088,0.259,0.993,0.4132,0.0,0.3991,1.2269,0,10.0
68,0,68,0.3232,0.0347,0.0112,0.259,0.993,0.4132,0.0,0.3991,1.2269,0,10.0
69,0,69,0.8134,0.1645,0.1338,0.259,0.993,0.4132,0.0,0.3991,1.2269,0,10.0
70,0,70,0.2522,0.4885,0.1232,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
71,0,71,0.6662,0.0501,0.0334,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
72,0,72,0.2484,0.223,0.0554,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
73,0,73,0.9646,0.0581,0.056,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
74,0,74,0.6912,0.1534,0.106,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
75,0,75,0.5398,0.1586,0.0856,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
76,0,76,0.72,0.3347,0.241,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
77,0,77,0.9146,0.051,0.0466,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
78,0,78,0.871,0.0096,0.0084,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
79,0,79,0.7618,0.1226,0.0934,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
80,0,80,0.6882,0.0875,0.0602,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
81,0,81,0.7924,0.0919,0.0728,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
82,0,82,0.9168,0.2225,0.204,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
83,0,83,0.554,0.035,0.0194,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
84,0,84,0.9816,0.0139,0.0136,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
85,0,85,0.4334,0.2769,0.12,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
86,0,86,0.798,0.1093,0.0872,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
87,0,87,0.8244,0.049,0.0404,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
88,0,88,0.826,0.0935,0.0772,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
89,0,89,0.4136,0.0667,0.0276,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
90,0,90,0.6176,0.0735,0.0454,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
91,0,91,0.3686,0.4693,0.173,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
92,0,92,0.4448,0.3687,0.164,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
93,0,93,0.635,0.1499,0.0952,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
94,0,94,0.8794,0.1501,0.132,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
95,0,95,0.4656,0.0271,0.0126,0.259,0.993,0.4885,0.0,0.3991,1.2269,0,10.0
96,0,96,0.831,0.0534,0.0444,0.259,0.993,0.4885,0.0,0.3991,1.1912,0,10.0
97,0,97,0.5302,0.4017,0.213,0.259,0.993,0.4885,0.0,0.3991,1.1912,0,10.0
98,0,98,0.375,0.0912,0.0342,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
99,0,99,0.834,0.1038,0.0866,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
100,0,100,0.8628,0.0454,0.0392,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
101,0,101,0.7952,0.1818,0.1446,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
102,0,102,0.798,0.0281,0.0224,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
103,0,103,0.862,0.08,0.069,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
104,0,104,0.7922,0.0202,0.016,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
105,0,105,0.9176,0.083,0.0762,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
106,0,106,0.456,0.0658,0.03,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
107,0,107,0.8672,0.0837,0.0726,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
108,0,108,0.7028,0.1002,0.0704,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
109,0,109,0.586,0.1597,0.0936,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
110,0,110,0.9772,0.0033,0.0032,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
111,0,111,0.8478,0.1092,0.0926,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
112,0,112,0.8832,0.1223,0.108,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
113,0,113,0.3026,0.1434,0.0434,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
114,0,114,0.8674,0.1049,0.091,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
115,0,115,0.573,0.0841,0.0482,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
116,0,116,0.8492,0.0167,0.0142,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
117,0,117,0.3484,0.1774,0.0618,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
118,0,118,0.8496,0.1236,0.105,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
119,0,119,0.9338,0.0109,0.0102,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
120,0,120,0.8698,0.1145,0.0996,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
121,0,121,0.6518,0.1952,0.1272,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
122,0,122,0.316,0.2348,0.0742,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
123,0,123,0.933,0.0116,0.0108,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
124,0,124,0.806,0.1226,0.0988,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
125,0,125,0.752,0.0766,0.0576,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
126,0,126,0.9014,0.1058,0.0954,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
127,0,127,0.3568,0.1155,0.0412,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
128,0,128,0.9826,0.0222,0.0218,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
129,0,129,0.3542,0.14,0.0496,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
130,0,130,0.6002,0.1576,0.0946,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
131,0,131,0.8996,0.0558,0.0502,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
132,0,132,0.4894,0.3494,0.171,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
133,0,133,0.7522,0.0699,0.0526,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
134,0,134,0.9652,0.03,0.029,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
135,0,135,0.3228,0.1475,0.0476,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
136,0,136,0.537,0.7203,0.3868,0.259,0.993,0.4885,0.0,0.4017,1.1912,0,10.0
137,0,137,0.7316,0.0604,0.0442,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
138,0,138,0.8212,0.0645,0.053,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
139,0,139,0.7296,0.0833,0.0608,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
140,0,140,0.8278,0.2365,0.1958,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
141,0,141,0.876,0.0413,0.0362,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
142,0,142,0.4786,0.3464,0.1658,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
143,0,143,0.7036,0.1163,0.0818,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
144,0,144,0.7828,0.0202,0.0158,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
145,0,145,0.638,0.2226,0.142,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
146,0,146,0.8248,0.1149,0.0948,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
147,0,147,0.976,0.0178,0.0174,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
148,0,148,0.7946,0.0639,0.0508,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
149,0,149,0.9118,0.0134,0.0122,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
150,0,150,0.4562,0.0443,0.0202,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
151,0,151,0.975,0.0441,0.043,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
152,0,152,0.6314,0.0865,0.0546,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
153,0,153,0.7434,0.0831,0.0618,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
154,0,154,0.108,0.1407,0.0152,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
155,0,155,0.7516,0.1293,0.0972,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
156,0,156,0.4152,0.1325,0.055,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
157,0,157,0.7976,0.0935,0.0746,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
158,0,158,0.8536,0.0619,0.0528,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
159,0,159,0.5598,0.4348,0.2434,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
160,0,160,0.8074,0.1221,0.0986,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
161,0,161,0.6746,0.0347,0.0234,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
162,0,162,0.529,0.1406,0.0744,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
163,0,163,0.7542,0.0438,0.033,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
164,0,164,0.743,0.2159,0.1604,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
165,0,165,0.5266,0.0129,0.0068,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
166,0,166,0.7738,0.0331,0.0256,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
167,0,167,0.4534,0.5726,0.2596,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
168,0,168,0.9208,0.0387,0.0356,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
169,0,169,0.3402,0.1305,0.0444,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
170,0,170,0.6794,0.0718,0.0488,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
171,0,171,0.7212,0.142,0.1024,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
172,0,172,0.9004,0.0531,0.0478,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
173,0,173,0.5288,0.3585,0.1896,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
174,0,174,0.779,0.0755,0.0588,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
175,0,175,0.9234,0.0204,0.0188,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
176,0,176,0.936,0.0212,0.0198,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
177,0,177,0.6386,0.119,0.076,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
178,0,178,0.2244,0.0971,0.0218,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
179,0,179,0.8406,0.2396,0.2014,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
180,0,180,0.3338,0.3301,0.1102,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
181,0,181,0.9284,0.0355,0.033,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
182,0,182,0.7928,0.1128,0.0894,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
183,0,183,0.73,0.1058,0.0772,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
184,0,184,0.5902,0.0542,0.032,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
185,0,185,0.8154,0.1091,0.089,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
186,0,186,0.3836,0.1611,0.0618,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
187,0,187,0.8164,0.0468,0.0382,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
188,0,188,0.7944,0.1445,0.1148,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
189,0,189,0.533,0.1824,0.0972,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
190,0,190,0.6234,0.0388,0.0242,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
191,0,191,0.815,0.2226,0.1814,0.3868,0.993,0.7203,0.537,0.7203,1.1912,0,10.0
192,1,0,0.545,0.2928,0.1596,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
193,1,1,0.4282,0.3129,0.134,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
194,1,2,0.151,0.0252,0.0038,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
195,1,3,0.8118,0.1397,0.1134,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
196,1,4,0.3042,0.3879,0.118,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
197,1,5,0.3528,0.5215,0.184,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
198,1,6,0.5508,0.3954,0.2178,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
199,1,7,0.5686,0.4509,0.2564,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
200,1,8,0.4756,0.2628,0.125,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
201,1,9,0.826,0.0768,0.0634,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
202,1,10,0.5616,0.3992,0.2242,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
203,1,11,0.8318,0.0668,0.0556,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
204,1,12,0.8114,0.1738,0.141,0.3868,0.993,0.7203,0.537,0.7203,1.1639,0,10.2
205,1,13,1.0,0.0002,0.0002,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
206,1,14,0.2526,0.361,0.0912,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
207,1,15,0.3824,0.4848,0.1854,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
208,1,16,0.584,0.3466,0.2024,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
209,1,17,0.4914,0.5006,0.246,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
210,1,18,0.8004,0.2261,0.181,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
211,1,19,0.8836,0.0057,0.005,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
212,1,20,0.7472,0.166,0.124,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
213,1,21,0.7422,0.0779,0.0578,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
214,1,22,0.7806,0.1245,0.0972,0.3868,1.0,0.7203,0.537,0.7203,1.1639,0,10.2
215,1,23,0.2874,0.7815,0.2246,0.3868,1.0,0.7815,0.537,0.7203,1.1639,0,10.2
216,1,24,0.2226,0.6864,0.1528,0.3868,1.0,0.7815,0.537,0.7203,1.1639,0,10.2
217,1,25,0.2718,0.2428,0.066,0.3868,1.0,0.7815,0.537,0.7203,1.1639,0,10.2
218,1,26,0.0148,0.1892,0.0028,0.3868,1.0,0.7815,0.537,0.7203,1.1639,0,10.2
219,1,27,0.724,0.2652,0.192,0.3868,1.0,0.7815,0.537,0.7203,1.1639,0,10.2
220,1,28,0.4932,0.856,0.4222,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
221,1,29,0.7686,0.1233,0.0948,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
222,1,30,0.1624,0.0985,0.016,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
223,1,31,0.2564,0.1334,0.0342,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
224,1,32,0.071,0.1831,0.013,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
225,1,33,0.2076,0.1464,0.0304,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
226,1,34,0.463,0.2661,0.1232,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
227,1,35,0.4252,0.5974,0.254,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
228,1,36,0.7328,0.1051,0.077,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
229,1,37,0.7352,0.1461,0.1074,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
230,1,38,0.978,0.0057,0.0056,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
231,1,39,0.4624,0.013,0.006,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
232,1,40,0.7562,0.3102,0.2346,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
233,1,41,0.8976,0.0673,0.0604,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
234,1,42,0.5468,0.2714,0.1484,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
235,1,43,0.4322,0.223,0.0964,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
236,1,44,0.6814,0.1837,0.1252,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
237,1,45,0.1746,0.3608,0.063,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
238,1,46,0.6988,0.2739,0.1914,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
239,1,47,0.4344,0.326,0.1416,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
240,1,48,0.2002,0.015,0.003,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
241,1,49,0.2226,0.6532,0.1454,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
242,1,50,0.3412,0.2755,0.094,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
243,1,51,0.7048,0.1192,0.084,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
244,1,52,0.469,0.2921,0.137,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
245,1,53,0.5662,0.0283,0.016,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
246,1,54,0.6512,0.2936,0.1912,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
247,1,55,0.9232,0.0877,0.081,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
248,1,56,0.2708,0.3279,0.0888,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
249,1,57,0.4764,0.2334,0.1112,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
250,1,58,0.4318,0.0408,0.0176,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
251,1,59,0.5996,0.3616,0.2168,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
252,1,60,0.9728,0.0132,0.0128,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
253,1,61,0.36,0.5939,0.2138,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
254,1,62,0.9092,0.0651,0.0592,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
255,1,63,0.5136,0.1745,0.0896,0.4222,1.0,0.856,0.537,0.7203,1.1639,0,10.2
